iata,name,city,country,lat,lon
ULZ,Donoi Airport,Uliastai,MN,47.7093,96.5258
UMD,Uummannaq Heliport,Uummannaq,GL,70.6804,-52.1116
UME,Umeå Airport,Umea,SE,63.7918,20.2828
UMR,Woomera Airfield,Woomera,AU,-31.1442,136.817
UMS,Ust-Maya Airport,Ust-Maya,RU,60.357,134.435
UMU,Umuarama Airport,Umuarama,BR,-23.7987,-53.3138
UNA,Hotel Transamérica Airport,Una,BR,-15.3552,-38.999
UND,Konduz Airport,Kunduz,AF,36.6651,68.9108
UNG,Kiunga Airport,Kiunga,PG,-6.1257,141.282
UNI,Union Island International Airport,Union Island,VC,12.6001,-61.4119
UNK,Unalakleet Airport,Unalakleet,US,63.8884,-160.799
UNN,Ranong Airport,Ranong,TH,9.7776,98.5855
UNT,Unst Airport,Unst,GB,60.7472,-0.8539
UOL,Buol Airport,Buol,ID,1.1027,121.4141
UOS,Franklin County Airport,Sewanee,US,35.2051,-85.8981
UOX,University Oxford Airport,Oxford,US,34.3843,-89.5368
UPB,Playa Baracoa Airport,Baracoa Playa,CU,23.0328,-82.5794
UPG,Hasanuddin International Airport,Ujung Pandang,ID,-5.0616,119.554
UPL,Upala Airport,Upala,CR,10.8922,-85.0162
UPN,Licenciado y General Ignacio Lopez Rayon Airport,Uruapan,MX,19.3967,-102.039
UPP,Upolu Airport,Opolu,US,20.2653,-155.86
URA,Uralsk Airport,Uralsk,KZ,51.1508,51.5431
URC,Ürümqi Diwopu International Airport,Urumqi,CN,43.9071,87.4742
URD,Burg Feuerstein Airport,Burg Feuerstein,DE,49.7942,11.1336
URE,Kuressaare Airport,Kuressaare,EE,58.2299,22.5095
URG,Rubem Berta Airport,Uruguaiana,BR,-29.7822,-57.0382
URJ,Uray Airport,Uraj,RU,60.1033,64.8267
URO,Rouen Airport,Rouen,FR,49.3842,1.1748
URS,Kursk East Airport,Kursk,RU,51.7506,36.2956
URT,Surat Thani Airport,Surat Thani,TH,9.1326,99.1356
URY,Gurayat Domestic Airport,Guriat,SA,31.4124,37.2789
USA,Concord-Padgett Regional Airport,Concord,US,35.3878,-80.7091
USH,Malvinas Argentinas Airport,Ushuaia,AR,-54.8433,-68.2958
USI,Mabaruma Airport,Mabaruma,GY,8.2,-59.7833
USK,Usinsk Airport,Usinsk,RU,66.0047,57.3672
USM,Samui Airport,Ko Samui,TH,9.5478,100.062
USN,Ulsan Airport,Ulsan,KR,35.5935,129.352
USQ,Uşak Airport,Usak,TR,38.6815,29.4717
USR,Ust-Nera Airport,Ust-Nera,RU,64.55,143.115
USS,Sancti Spiritus Airport,Sancti Spiritus,CU,21.9704,-79.4427
UST,Northeast Florida Regional Airport,St. Augustine Airport,US,29.9592,-81.3398
USU,Francisco B. Reyes Airport,Busuanga,PH,12.1215,120.1
UTA,Mutare Airport,Mutare,ZW,-18.9975,32.6272
UTC,Soesterberg Air Base,Soesterberg,NL,52.1273,5.2762
UTH,Udon Thani Airport,Udon Thani,TH,17.3864,102.788
UTI,Utti Air Base,Utti,FI,60.8964,26.9384
UTK,Utirik Airport,Utirik Island,MH,11.222,169.852
UTM,Tunica Municipal Airport,Tunica,US,34.681,-90.3467
UTN,Pierre Van Ryneveld Airport,Upington,ZA,-28.3991,21.2602
UTO,Indian Mountain LRRS Airport,Indian Mountains,US,65.9928,-153.704
UTP,U-Tapao International Airport,Pattaya,TH,12.6799,101.005
UTS,Ust-Tsylma Airport,Ust-Tsylma,RU,65.4373,52.2003
UTT,K. D. Matanzima Airport,Umtata,ZA,-31.5464,28.6734
UTW,Queenstown Airport,Queenstown,ZA,-31.9202,26.8822
UUA,Bugulma Airport,Bugulma,RU,54.64,52.8017
UUD,Ulan-Ude Airport (Mukhino),Ulan-ude,RU,51.8078,107.438
UUK,Ugnu-Kuparuk Airport,Kuparuk,US,70.3308,-149.598
UUN,Baruun Urt Airport,,MN,46.6603,113.285
UUS,Yuzhno-Sakhalinsk Airport,Yuzhno-sakhalinsk,RU,46.8887,142.718
UVA,Garner Field,Uvalde,US,29.2113,-99.7436
UVE,Ouvéa Airport,Ouvea,NC,-20.6406,166.573
UVF,Hewanorra International Airport,Hewandorra,LC,13.7332,-60.9526
UYL,Nyala Airport,Nyala,SD,12.0535,24.9562
UYN,Yulin Yuyang Airport,Yulin,CN,38.3597,109.5909
UYU,Uyuni Airport,Uyuni,BO,-20.4463,-66.8484
UZR,Urzhar Airport,Urzhar,KZ,47.0911,81.6652
UZU,Curuzu Cuatia Airport,Curuzu Cuatia,AR,-29.7706,-57.9789
VAA,Vaasa Airport,Vaasa,FI,63.0507,21.7622
VAD,Moody Air Force Base,Valdosta,US,30.9678,-83.193
VAF,Valence-Chabeuil Airport,Valence,FR,44.9216,4.9699
VAG,Major Brigadeiro Trompowsky Airport,Varginha,BR,-21.5901,-45.4733
VAI,Vanimo Airport,Vanimo,PG,-2.6926,141.3028
VAK,Chevak Airport,Chevak,US,61.5409,-165.6005
VAL,Valença Airport,Valenca,BR,-13.2965,-38.9924
VAM,Villa Airport,Maamigili,MV,3.4706,72.8358
VAN,Van Ferit Melen Airport,Van,TR,38.4682,43.3323
VAO,Suavanao Airport,Suavanao,SB,-7.5856,158.731
VAR,Varna Airport,Varna,BG,43.2321,27.8251
VAS,Sivas Nuri Demirağ Airport,Sivas,TR,39.8138,36.9035
VAV,Vava'u International Airport,Vava'u,TO,-18.5853,-173.962
VAW,"Vardø Airport, Svartnes",Vardø,NO,70.3554,31.0449
VBA,Ann Airport,Ann,MM,19.7692,94.0261
VBG,Vandenberg Air Force Base,Lompoc,US,34.7373,-120.584
VBP,Bokpyinn Airport,Bokepyin,MM,11.1494,98.7359
VBS,Brescia Airport,Brescia,IT,45.4289,10.3306
VBV,Vanua Balavu Airport,Vanua Balavu,FJ,-17.269,-178.976
VBY,Visby Airport,Visby,SE,57.6628,18.3462
VCA,Can Tho International Airport,Can Tho,VN,10.0851,105.712
VCD,Victoria River Downs Airport,Victoria River Downs,AU,-16.4021,131.005
VCE,Venice Marco Polo Airport,Venice,IT,45.5053,12.3519
VCL,Chu Lai International Airport,Chu Lai,VN,15.4033,108.706
VCP,Viracopos International Airport,Campinas,BR,-23.0074,-47.1345
VCR,Carora Airport,Carora,VE,10.1756,-70.0652
VCS,Co Ong Airport,Conson,VN,8.7318,106.633
VCT,Victoria Regional Airport,Victoria,US,28.8526,-96.9185
VCV,Southern California Logistics Airport,Victorville,US,34.5975,-117.383
VDA,Ovda International Airport,Ovda,IL,29.9403,34.9358
VDB,Leirin Airport,Fagernes,NO,61.0156,9.2881
VDC,Vitória da Conquista Airport,Vitória Da Conquista,BR,-14.8628,-40.8631
VDE,Hierro Airport,Hierro,ES,27.8148,-17.8871
VDH,Dong Hoi Airport,Dong Hoi,VN,17.515,106.5906
VDI,Vidalia Regional Airport,Vidalia,US,32.1927,-82.3712
VDM,Gobernador Castello Airport,Viedma,AR,-40.8692,-63.0004
VDP,Valle de La Pascua Airport,Valle De La Pascua,VE,9.222,-65.9936
VDR,Villa Dolores Airport,Villa Dolores,AR,-31.9452,-65.1463
VDS,Vadsø Airport,Vadsø,NO,70.0653,29.8447
VDY,Vijayanagar Aerodrome (JSW),Toranagallu,IN,15.175,76.6349
VDZ,Valdez Pioneer Field,Valdez,US,61.1339,-146.248
VEE,Venetie Airport,Venetie,US,67.0087,-146.366
VEL,Vernal Regional Airport,Vernal,US,40.4409,-109.51
VER,General Heriberto Jara International Airport,Vera Cruz,MX,19.1459,-96.1873
VEY,Vestmannaeyjar Airport,Vestmannaeyjar,IS,63.4243,-20.2789
VFA,Victoria Falls International Airport,Victoria Falls,ZW,-18.0959,25.839
VGA,Vijayawada Airport,Vijayawada,IN,16.5304,80.7968
VGD,Vologda Airport,Vologda,RU,59.2825,39.9444
VGO,Vigo Airport,Vigo,ES,42.2318,-8.6268
VGT,North Las Vegas Airport,Las Vegas,US,36.2107,-115.194
VGZ,Villa Garzón Airport,Villa Garzon,CO,0.9788,-76.6056
VHC,Saurimo Airport,Saurimo,AO,-9.6891,20.4319
VHM,Vilhelmina Airport,Vilhelmina,SE,64.5791,16.8336
VHV,Verkhnevilyuisk Airport,Verkhnevilyuysk,RU,63.4581,120.2692
VHY,Vichy-Charmeil Airport,Vichy,FR,46.1697,3.4037
VHZ,Vahitahi Airport,Vahitahi,PF,-18.78,-138.853
VIC,Vicenza Airport,Vicenza,IT,45.5734,11.5295
VIE,Vienna International Airport,Vienna,AT,48.1103,16.5697
VIG,Juan Pablo Pérez Alfonso Airport,El Vigía,VE,8.6241,-71.6727
VII,Vinh Airport,Vinh,VN,18.7376,105.671
VIJ,Virgin Gorda Airport,Spanish Town,VG,18.4464,-64.4275
VIL,Dakhla Airport,Dakhla,EH,23.7183,-15.932
VIN,Vinnytsia/Gavyryshivka Airport,Vinnitsa,UA,49.2425,28.6138
VIR,Virginia Airport,Durban,ZA,-29.7706,31.0584
VIS,Visalia Municipal Airport,Visalia,US,36.3187,-119.393
VIT,Vitoria/Foronda Airport,Vitoria,ES,42.8828,-2.7245
VIX,Eurico de Aguiar Salles Airport,Vitoria,BR,-20.2581,-40.2864
VIY,Villacoublay-Vélizy (BA 107) Air Base,Villacoublay,FR,48.7742,2.1917
VKG,Rach Gia Airport,Rach Gia,VN,9.958,105.1324
VKO,Vnukovo International Airport,Moscow,RU,55.5915,37.2615
VKT,Vorkuta Airport,Vorkuta,RU,67.4886,63.9931
VLC,Valencia Airport,Valencia,ES,39.4893,-0.4816
VLD,Valdosta Regional Airport,Valdosta,US,30.7825,-83.2767
VLG,Villa Gesell Airport,Villa Gesell,AR,-37.2354,-57.0292
VLI,Bauerfield International Airport,Port-vila,VU,-17.6993,168.32
VLK,Volgodonsk Airport,,RU,47.6821,42.0728
VLL,Valladolid Airport,Valladolid,ES,41.7061,-4.8519
VLM,Teniente Coronel Rafael Pabón Airport,Villa Montes,BO,-21.2552,-63.4056
VLN,Arturo Michelena International Airport,Valencia,VE,10.1497,-67.9284
VLP,Vila Rica Airport,Vila Rica,BR,-9.9794,-51.1422
VLR,Vallenar Airport,Vallenar,CL,-28.5964,-70.756
VLS,Valesdir Airport,Valesdir,VU,-16.7961,168.177
VLU,Velikiye Luki Airport,Velikiye Luki,RU,56.3811,30.6081
VLV,Dr. Antonio Nicolás Briceño Airport,Valera,VE,9.3405,-70.5841
VLY,Anglesey Airport,Angelsey,GB,53.2481,-4.5353
VME,Villa Reynolds Airport,Villa Reynolds,AR,-33.7299,-65.3874
VMU,Baimuru Airport,Baimuru,PG,-7.4969,144.8199
VNA,Saravane Airport,Saravane,LA,15.7094,106.4107
VNC,Venice Municipal Airport,Venice,US,27.0716,-82.4403
VNE,Vannes-Meucon Airport,Vannes,FR,47.7233,-2.7186
VNO,Vilnius International Airport,Vilnius,LT,54.6341,25.2858
VNS,Lal Bahadur Shastri Airport,Varanasi,IN,25.4524,82.8593
VNT,Ventspils International Airport,Ventspils,LV,57.3578,21.5442
VNX,Vilankulo Airport,Vilankulu,MZ,-22.0184,35.3133
VNY,Van Nuys Airport,Van Nuys,US,34.2098,-118.49
VOD,Vodochody Airport,Vodochody,CZ,50.2166,14.3958
VOG,Volgograd International Airport,Volgograd,RU,48.7825,44.3455
VOH,Vohimarina Airport,Vohemar,MG,-13.3758,50.0028
VOK,Volk Field,Camp Douglas,US,43.939,-90.2534
VOL,Nea Anchialos Airport,Nea Anghialos,GR,39.2196,22.7943
VOZ,Voronezh International Airport,Voronezh,RU,51.8142,39.2296
VPE,Ngjiva Pereira Airport,Ondjiva,AO,-17.0435,15.6838
VPN,Vopnafjörður Airport,Vopnafjörður,IS,65.7206,-14.8506
VPS,Destin-Ft Walton Beach Airport,Valparaiso,US,30.4832,-86.5254
VPY,Chimoio Airport,Chimoio,MZ,-19.1513,33.429
VPZ,Porter County Municipal Airport,Valparaiso IN,US,41.454,-87.0071
VQQ,Cecil Airport,Jacksonville,US,30.2187,-81.8767
VQS,Vieques Airport,Vieques Island,PR,18.1158,-65.4227
VRA,Juan Gualberto Gomez International Airport,Varadero,CU,23.0344,-81.4353
VRB,Vero Beach Regional Airport,Vero Beach,US,27.6556,-80.4179
VRC,Virac Airport,Virac,PH,13.5764,124.206
VRE,Vredendal Airport,Vredendal,ZA,-31.641,18.5448
VRK,Varkaus Airport,Varkaus,FI,62.1711,27.8686
VRL,Vila Real Airport,Vila Real,PT,41.2743,-7.7205
VRN,Verona Villafranca Airport,Villafranca,IT,45.3957,10.8885
VRO,Kawama Airport,Kawama,CU,23.124,-81.3016
VRU,Vryburg Airport,Vryburg,ZA,-26.9824,24.7288
VRY,Værøy Heliport,Værøy,NO,67.6546,12.7273
VSA,Carlos Rovirosa Pérez International Airport,Villahermosa,MX,17.997,-92.8174
VSE,Aerodromo Goncalves Lobato (Viseu Airport),Viseu,PT,40.7255,-7.889
VSG,Luhansk International Airport,Lugansk,UA,48.4174,39.3741
VST,Stockholm Västerås Airport,Vasteras,SE,59.5894,16.6336
VTB,Vitebsk Vostochny Airport,Vitebsk,BY,55.1265,30.3496
VTE,Wattay International Airport,Vientiane,LA,17.9883,102.563
VTM,Nevatim Air Base,Nevatim,IL,31.2083,35.0123
VTN,Miller Field,Valentine,US,42.8578,-100.548
VTU,Hermanos Ameijeiras Airport,Las Tunas,CU,20.9876,-76.9358
VTZ,Vishakhapatnam Airport,Vishakhapatnam,IN,17.7212,83.2245
VUP,Alfonso López Pumarejo Airport,Valledupar,CO,10.435,-73.2495
VUS,Velikiy Ustyug Airport,Veliky Ustyug,RU,60.7883,46.26
VVC,Vanguardia Airport,Villavicencio,CO,4.1679,-73.6138
VVI,Viru Viru International Airport,Santa Cruz,BO,-17.6448,-63.1354
VVO,Vladivostok International Airport,Vladivostok,RU,43.399,132.148
VVZ,Illizi Takhamalt Airport,Illizi,DZ,26.7235,8.6227
VXC,Lichinga Airport,Lichinga,MZ,-13.274,35.2663
VXE,São Pedro Airport,Sao Vicente Island,CV,16.8332,-25.0553
VXO,Växjö Kronoberg Airport,Vaxjo,SE,56.9291,14.728
VYI,Vilyuisk Airport,Vilyuisk,RU,63.7567,121.6933
VYS,Illinois Valley Regional Airport-Walter A Duncan Field,Peru,US,41.3519,-89.1531
WAA,Wales Airport,Wales,US,65.6226,-168.095
WAE,Wadi Al Dawasir Airport,Wadi-al-dawasir,SA,20.5043,45.1996
WAF,Wana Airport,Wana,PK,32.3047,69.5704
WAG,Wanganui Airport,Wanganui,NZ,-39.9622,175.025
WAI,Ambalabe Airport,Antsohihy,MG,-14.8988,47.9939
WAL,Wallops Flight Facility Airport,Wallops Island,US,37.9402,-75.4664
WAM,Ambatondrazaka Airport,Ambatondrazaka,MG,-17.7954,48.4426
WAQ,Antsalova Airport,Antsalova,MG,-18.7013,44.6149
WAR,Waris Airport,Waris-Papua Island,ID,-3.235,140.994
WAT,Waterford Airport,Waterford,IE,52.1872,-7.087
WAW,Warsaw Chopin Airport,Warsaw,PL,52.1657,20.9671
WBG,Schleswig Air Base,Schleswig,DE,54.4593,9.5163
WBM,Wapenamanda Airport,Wapenamanda,PG,-5.6433,143.895
WBQ,Beaver Airport,Beaver,US,66.3622,-147.407
WBU,Boulder Municipal Airport,Boulder,US,40.0394,-105.226
WBW,Wilkes Barre Wyoming Valley Airport,Wilkes-Barre,US,41.2972,-75.8512
WCH,Chaitén Airport,Chaiten,CL,-42.9328,-72.6991
WDH,Hosea Kutako International Airport,Windhoek,NA,-22.4799,17.4709
WDR,Barrow County Airport,Winder,US,33.9829,-83.6674
WDS,Shiyan Wudangshan Airport,Shiyan,CN,32.5917,110.9078
WEF,Weifang Airport,Weifang,CN,36.6467,119.119
WEH,Weihai Airport,Weihai,CN,37.1871,122.229
WEI,Weipa Airport,Weipa,AU,-12.6786,141.925
WFI,Fianarantsoa Airport,Fianarantsoa,MG,-21.4416,47.1117
WFK,Northern Aroostook Regional Airport,Frenchville,US,47.2855,-68.3128
WGA,Wagga Wagga City Airport,Wagga Wagga,AU,-35.1653,147.466
WGE,Walgett Airport,Walgett,AU,-30.0328,148.126
WGN,Shaoyang Wugang Airport,Shaoyang,CN,26.802,110.642
WGP,Umbu Mehang Kunda Airport,Waingapu,ID,-9.6692,120.302
WGT,Wangaratta Airport,,AU,-36.4158,146.307
WHF,Wadi Halfa Airport,Wadi Halfa,SD,21.8027,31.5216
WHK,Whakatane Airport,Whakatane,NZ,-37.9206,176.914
WHP,Whiteman Airport,Los Angeles,US,34.2593,-118.413
WHU,Wuhu Air Base,Wuhu,CN,31.3906,118.409
WIC,Wick Airport,Wick,GB,58.4589,-3.0931
WIE,Wiesbaden Army Airfield,Wiesbaden,DE,50.0498,8.3254
WIK,Waiheke Reeve Airport,Waiheke Island,NZ,-36.8089,175.086
WIL,Nairobi Wilson Airport,Nairobi,KE,-1.3217,36.8148
WIN,Winton Airport,Winton,AU,-22.3636,143.086
WIO,Wilcannia Airport,Wilcannia,AU,-31.5264,143.375
WIR,Wairoa Airport,Wairoa,NZ,-39.0069,177.407
WJF,General WM J Fox Airfield,Lancaster,US,34.7411,-118.219
WJR,Wajir Airport,Wajir,KE,1.7332,40.0916
WJU,Wonju/Hoengseong Air Base (K-38/K-46),Wonju,KR,37.4412,127.9639
WKA,Wanaka Airport,Wanaka,NZ,-44.7222,169.246
WKB,Warracknabeal Airport,,AU,-36.3211,142.419
WKF,Waterkloof Air Force Base,Waterkloof,ZA,-25.83,28.2225
WKI,Hwange (Town) Airport,Hwange,ZW,-18.363,26.5198
WKJ,Wakkanai Airport,Wakkanai,JP,45.4042,141.801
WKK,Aleknagik / New Airport,Aleknagik,US,59.2826,-158.618
WKL,Waikoloa Heliport,Waikoloa Village,US,19.9205,-155.8607
WKR,Abaco I Walker C Airport,Walker's Cay,BS,27.2667,-78.3997
WLD,Strother Field,Winfield,US,37.1686,-97.0376
WLG,Wellington International Airport,Wellington,NZ,-41.3272,174.805
WLH,Walaha Airport,Walaha,VU,-15.412,167.691
WLK,Selawik Airport,Selawik,US,66.6001,-159.986
WLS,Hihifo Airport,Wallis,WF,-13.2383,-176.199
WMA,Mandritsara Airport,Mandritsara,MG,-15.833,48.8333
WMB,Warrnambool Airport,Warrnambool,AU,-38.2953,142.447
WMC,Winnemucca Municipal Airport,Winnemucca,US,40.8966,-117.806
WME,Mount Keith Airport,Mount Keith,AU,-27.2864,120.555
WMH,Ozark Regional Airport,Mountain Home,US,36.3689,-92.4705
WMI,Modlin Airport,Warsaw,PL,52.4511,20.6518
WMN,Maroantsetra Airport,Maroantsetra,MG,-15.4367,49.6883
WMO,White Mountain Airport,White Mountain,US,64.6892,-163.413
WMP,Mampikony Airport,Mampikony,MG,-16.0723,47.6442
WMR,Mananara Nord Airport,Mananara,MG,-16.1639,49.7738
WMT,Zunyi Maotai Airport,Zunyi,CN,27.8164,106.3327
WMX,Wamena Airport,Wamena,ID,-4.1025,138.957
WNA,Napakiak Airport,Napakiak,US,60.6903,-161.979
WNN,Wunnumin Lake Airport,Wunnumin Lake,CA,52.8939,-89.2892
WNP,Naga Airport,Naga,PH,13.5849,123.27
WNR,Windorah Airport,Windorah,AU,-25.4131,142.667
WNS,Shaheed Benazirabad Airport,Nawabshah,PK,26.2194,68.3901
WNZ,Wenzhou Longwan International Airport,Wenzhou,CN,27.9122,120.852
WOE,Woensdrecht Air Base,Woensdrecht,NL,51.4491,4.342
WOL,Wollongong Airport,Wollongong,AU,-34.5611,150.789
WOS,Wonsan Kalma International Airport,Wonsan,KP,39.1668,127.486
WOT,Wang-an Airport,Wang An,TW,23.3674,119.5028
WPB,Port Bergé Airport,Port Bergé,MG,-15.5843,47.6236
WPC,Pincher Creek Airport,Pincher Creek,CA,49.5206,-113.997
WPR,Capitan Fuentes Martinez Airport Airport,Porvenir,CL,-53.2537,-70.3192
WPU,Guardiamarina Zañartu Airport,Puerto Williams,CL,-54.9311,-67.6263
WRB,Robins Air Force Base,Macon,US,32.6401,-83.5919
WRE,Whangarei Airport,Whangarei,NZ,-35.7683,174.365
WRG,Wrangell Airport,Wrangell,US,56.4843,-132.37
WRI,Mc Guire Air Force Base,Wrightstown,US,40.0156,-74.5917
WRL,Worland Municipal Airport,Worland,US,43.9657,-107.951
WRO,Copernicus Wrocław Airport,Wroclaw,PL,51.1027,16.8858
WRT,Warton Airport,Warton,GB,53.7451,-2.8831
WRY,Westray Airport,Westray,GB,59.3503,-2.95
WRZ,Weerawila Airport,Wirawila,LK,6.2545,81.2352
WSD,Condron Army Air Field,White Sands,US,32.3415,-106.403
WSN,South Naknek Nr 2 Airport,South Naknek,US,58.7034,-157.008
WSO,Washabo Airport,Washabo,SR,5.2153,-57.1853
WSP,Waspam Airport,Waspam,NI,14.7392,-83.9694
WSR,Wasior Airport,Wasior,ID,-2.721,134.5061
WST,Westerly State Airport,Washington County,US,41.3496,-71.8034
WSY,Whitsunday Island Airport,Airlie Beach,AU,-20.2761,148.755
WSZ,Westport Airport,Westport,NZ,-41.7381,171.581
WTA,Tambohorano Airport,Tambohorano,MG,-17.4761,43.9728
WTB,Toowoomba Wellcamp Airport,Toowoomba,AU,-27.5583,151.7933
WTK,Noatak Airport,Noatak,US,67.5661,-162.975
WTN,RAF Waddington,Waddington,GB,53.1662,-0.5238
WTS,Tsiroanomandidy Airport,Tsiroanomandidy,MG,-18.7597,46.0541
WTZ,Whitianga Airport,Whitianga,NZ,-36.8317,175.679
WUA,Wuhai Airport,Wuhai,CN,39.7934,106.7993
WUH,Wuhan Tianhe International Airport,Wuhan,CN,30.7838,114.208
WUN,Wiluna Airport,Wiluna,AU,-26.6292,120.221
WUS,Nanping Wuyishan Airport,Wuyishan,CN,27.7019,118.001
WUT,Xinzhou Wutaishan Airport,Xinzhou,CN,38.5975,112.9692
WUU,Wau Airport,Wau,SD,7.7258,27.975
WUX,Sunan Shuofang International Airport,Wuxi,CN,31.4944,120.429
WUZ,Wuzhou Changzhoudao Airport,Wuzhou,CN,23.4567,111.248
WVB,Walvis Bay Airport,Walvis Bay,NA,-22.9799,14.6453
WVI,Watsonville Municipal Airport,Watsonville,US,36.9357,-121.79
WVK,Manakara Airport,Manakara,MG,-22.1197,48.0217
WVN,Wilhelmshaven-Mariensiel Airport,Wilhelmshaven,DE,53.5022,8.0522
WWA,Wasilla Airport,Wasilla,US,61.5717,-149.54
WWD,Cape May County Airport,Wildwood,US,39.0085,-74.9083
WWK,Wewak International Airport,Wewak,PG,-3.5838,143.669
WWR,West Woodward Airport,Woodward,US,36.438,-99.5227
WWY,West Wyalong Airport,West Wyalong,AU,-33.9372,147.191
WXN,Wanxian Airport,Wanxian,CN,30.8017,108.433
WYA,Whyalla Airport,Whyalla,AU,-33.0589,137.514
WYE,Yengema Airport,Yengema,SL,8.6105,-11.0454
WYN,Wyndham Airport,Wyndham,AU,-15.5114,128.153
WYS,Yellowstone Airport,West Yellowstone,US,44.6884,-111.118
XAB,Abbeville,Abbeville,FR,50.1435,1.8319
XAP,Serafin Enoss Bertaso Airport,Chapeco,BR,-27.1342,-52.6566
XAU,Saúl Airport,Saul,GF,3.6136,-53.2042
XBE,Bearskin Lake Airport,Bearskin Lake,CA,53.9656,-91.0272
XBJ,Birjand Airport,Birjand,IR,32.8981,59.2661
XCH,Christmas Island Airport,Christmas Island,CX,-10.4506,105.69
XCR,Châlons-Vatry Airport,Chalons,FR,48.7733,4.2061
XCZ,Charleville-Mézières Airport,Charleville,FR,49.7839,4.6471
XEN,Xingcheng Air Base,,CN,40.5803,120.698
XFN,Xiangyang Liuji Airport,Xiangfan,CN,32.1506,112.291
XFW,Hamburg-Finkenwerder Airport,Hamburg,DE,53.5353,9.8356
XGN,Xangongo Airport,Xangongo,AO,-16.7554,14.9653
XGR,Kangiqsualujjuaq (Georges River) Airport,Kangiqsualujjuaq,CA,58.7114,-65.9928
XIC,Xichang Qingshan Airport,Xichang,CN,27.9891,102.184
XIJ,Ahmed Al Jaber Air Base,Ahmed Al Jaber AB,KW,28.9348,47.7919
XIL,Xilinhot Airport,Xilinhot,CN,43.9156,115.964
XIQ,Ilimanaq Heliport,Ilimanaq,GL,69.0809,-51.1143
XIY,Xi'an Xianyang International Airport,Xi'an,CN,34.4471,108.752
XJD,Al Udeid Air Base,Doha,QA,25.1173,51.315
XJM,Mangla Airport,Mangla,PK,33.0501,73.6384
XKH,Xieng Khouang Airport,Phon Savan,LA,19.45,103.158
XKS,Kasabonika Airport,Kasabonika,CA,53.5247,-88.6428
XLB,Lac Brochet Airport,Lac Brochet,CA,58.6175,-101.469
XLS,Saint Louis Airport,St. Louis,SN,16.0508,-16.4632
XMC,Mallacoota Airport,Mallacoota,AU,-37.5983,149.72
XME,Maubeuge-Élesmes Airport,Maubeuge,FR,50.3105,4.0331
XMH,Manihi Airport,Manihi,PF,-14.4368,-146.07
XMN,Xiamen Gaoqi International Airport,Xiamen,CN,24.544,118.128
XMS,Coronel E Carvajal Airport,Macas,EC,-2.2992,-78.1208
XMW,Montauban Airport,Montauban,FR,44.0257,1.378
XMY,Yam Island Airport,Yam Island,AU,-9.9011,142.776
XNA,Northwest Arkansas Regional Airport,Bentonville,US,36.2819,-94.3068
XNN,Xining Caojiabu Airport,Xining,CN,36.5275,102.043
XOG,Orange-Caritat (BA 115) Air Base,Orange,FR,44.1405,4.8667
XPK,Pukatawagan Airport,Pukatawagan,CA,55.7492,-101.266
XPL,Coronel Enrique Soto Cano Air Base,Comayagua,HN,14.3824,-87.6212
XPP,Poplar River Airport,Poplar River,CA,52.9965,-97.2742
XQC,Joint Base Balad,Al Bakr,IQ,33.9402,44.3616
XQP,Quepos Managua Airport,Quepos,CR,9.4432,-84.1298
XRH,RAAF Base Richmond,Richmond,AU,-33.6006,150.781
XRR,Ross River Airport,Ross River,CA,61.9706,-132.423
XRY,Jerez Airport,Jerez,ES,36.7446,-6.0601
XSB,Sir Bani Yas Airport,Sir Bani Yas Island,AE,24.2836,52.5803
XSC,South Caicos Airport,South Caicos,TC,21.5157,-71.5285
XSD,Tonopah Test Range Airport,Tonopah,US,37.7988,-116.781
XSI,South Indian Lake Airport,South Indian Lake,CA,56.7928,-98.9072
XSP,Seletar Airport,Singapore,SG,1.4169,103.868
XTG,Thargomindah Airport,Thargomindah,AU,-27.9864,143.811
XTL,Tadoule Lake Airport,Tadoule Lake,CA,58.7061,-98.5122
XTO,Taroom Airport,Taroom,AU,-25.8017,149.9
XUZ,Xuzhou Guanyin Airport,Xuzhou,CN,34.0591,117.5553
XVS,Valenciennes-Denain Airport,Valenciennes,FR,50.3258,3.4613
XXN,Riyadh Air Base,Riyadh,SA,24.7098,46.7252
XYA,Yandina Airport,Yandina,SB,-9.0928,159.2184
XYE,Ye Airport,Ye,MM,15.3,97.867
YAA,Anahim Lake Airport,Anahim Lake,CA,52.4525,-125.303
YAB,Old Arctic Bay Airport,Arctic Bay,CA,73.0059,-85.0325
YAC,Cat Lake Airport,Cat Lake,CA,51.7272,-91.8244
YAG,Fort Frances Municipal Airport,Fort Frances,CA,48.6542,-93.4397
YAH,La Grande-4 Airport,La Grande-4,CA,53.7547,-73.6753
YAI,Gral. Bernardo O´Higgins Airport,Chillan,CL,-36.5825,-72.0314
YAK,Yakutat Airport,Yakutat,US,59.5033,-139.66
YAL,Alert Bay Airport,Alert Bay,CA,50.5822,-126.916
YAM,Sault Ste Marie Airport,Sault Sainte Marie,CA,46.485,-84.5094
YAO,Yaoundé Airport,Yaounde,CM,3.836,11.5235
YAP,Yap International Airport,Yap,FM,9.4989,138.083
YAS,Yasawa Island Airport,Yasawa Island,FJ,-16.7589,177.545
YAT,Attawapiskat Airport,Attawapiskat,CA,52.9275,-82.4319
YAX,Wapekeka Airport,Angling Lake,CA,53.8492,-89.5794
YAY,St. Anthony Airport,St. Anthony,CA,51.3919,-56.0831
